breach_id,run_id,timestamp,agent_id,policy_breach_type,severity,breach_description,requires_review,environment
breach_000346,run_000989_931e6c48,2026-03-21T04:37:06.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000347,run_000990_90cf1bbc,2026-03-21T05:16:47.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000348,run_000994_1aa71ed7,2026-03-21T10:49:57.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000349,run_000998_b75da927,2026-03-21T11:44:35.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000350,run_001001_a1946d0b,2026-03-21T16:22:54.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000351,run_001007_1b433646,2026-03-21T22:07:40.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000352,run_001008_51a5d70d,2026-03-21T23:06:39.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000353,run_001012_5035c62e,2026-03-22T00:55:22.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000354,run_001014_2ca0cbf1,2026-03-22T04:29:14.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000355,run_001016_3459d95a,2026-03-22T06:14:32.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000356,run_001018_120fa235,2026-03-22T06:44:21.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000357,run_001022_f721b3bc,2026-03-22T11:17:00.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000358,run_001024_d5d4d17c,2026-03-22T13:30:46.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000359,run_001025_b3e06513,2026-03-22T13:52:08.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000360,run_001028_c05a6ded,2026-03-22T17:19:30.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000361,run_001030_da7c9652,2026-03-22T20:14:39.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000362,run_001032_c22ae9d7,2026-03-23T02:55:20.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000363,run_001033_6cbeaa9a,2026-03-23T04:26:27.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000364,run_001037_f55cb02c,2026-03-23T08:43:58.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000365,run_001038_acad8b0a,2026-03-23T09:19:42.771687+00:00,agent_invoice_dispute,Run Failure,high,Run did not complete and requires operational review.,True,test
breach_000366,run_001039_afeae3c9,2026-03-23T09:35:45.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000367,run_001043_43fa012b,2026-03-23T12:34:31.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000368,run_001045_f97539fd,2026-03-23T16:12:33.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000369,run_001047_12448fa8,2026-03-23T17:47:33.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000370,run_001048_68f22556,2026-03-23T18:29:50.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000371,run_001049_2396924d,2026-03-23T18:36:16.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000372,run_001052_98398e89,2026-03-23T21:04:48.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000373,run_001055_395ff4c4,2026-03-23T23:49:55.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000374,run_001056_97db0352,2026-03-23T23:57:56.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000375,run_001059_7db7e642,2026-03-24T04:02:02.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000376,run_001060_4b448c97,2026-03-24T06:06:38.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000377,run_001065_14215e4d,2026-03-24T10:39:43.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000378,run_001070_ff90a2ff,2026-03-24T19:25:43.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000379,run_001071_47753497,2026-03-24T22:19:12.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000380,run_001072_9f1c0998,2026-03-24T22:35:08.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000381,run_001076_54a48b25,2026-03-25T06:09:53.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000382,run_001078_b8e012c3,2026-03-25T09:41:55.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000383,run_001081_7e940980,2026-03-25T10:55:56.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000384,run_001089_bae22345,2026-03-25T17:53:35.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000385,run_001090_00ab63a6,2026-03-25T19:08:12.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000386,run_001095_9ad9c55c,2026-03-26T06:12:22.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000387,run_001098_cef18c66,2026-03-26T11:57:51.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000388,run_001103_c5a3faca,2026-03-26T19:38:15.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000389,run_001106_130104ce,2026-03-26T23:53:36.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000390,run_001107_48a24de8,2026-03-27T01:49:04.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000391,run_001109_3ecde959,2026-03-27T06:37:41.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000392,run_001110_ba8f2380,2026-03-27T09:41:25.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000393,run_001111_10ee7c87,2026-03-27T10:00:13.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000394,run_001113_6d87383f,2026-03-27T16:39:24.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000395,run_001118_de1860e3,2026-03-27T21:16:23.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000396,run_001122_aec36dca,2026-03-28T01:25:51.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000397,run_001125_aff65371,2026-03-28T04:44:01.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000398,run_001128_ce6073bc,2026-03-28T08:47:20.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000399,run_001131_11b569c2,2026-03-28T09:46:18.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000400,run_001135_a195110d,2026-03-28T12:54:52.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000401,run_001139_bb34242f,2026-03-28T15:07:09.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000402,run_001142_eeedc6d9,2026-03-28T16:47:11.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000403,run_001144_a8731039,2026-03-28T17:02:48.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000404,run_001145_3ba87084,2026-03-28T17:04:22.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000405,run_001147_8eae2a18,2026-03-28T18:46:53.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000406,run_001148_c3ce1ff9,2026-03-28T18:52:31.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000407,run_001149_e73c7a18,2026-03-28T18:55:43.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000408,run_001150_e6d28fbd,2026-03-28T19:47:48.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000409,run_001152_6337f0eb,2026-03-28T23:32:31.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000410,run_001153_a9fce3b3,2026-03-29T00:28:12.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000411,run_001154_70851093,2026-03-29T00:30:40.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000412,run_001163_44d61e1f,2026-03-29T09:48:05.771687+00:00,agent_invoice_dispute,Run Failure,high,Run did not complete and requires operational review.,True,test
breach_000413,run_001166_8bd21ec1,2026-03-29T13:53:55.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000414,run_001167_61c3a97f,2026-03-29T15:54:36.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000415,run_001168_a2489dd9,2026-03-29T17:16:14.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000416,run_001173_4dadd52b,2026-03-29T20:40:34.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000417,run_001174_e945ce1b,2026-03-29T20:50:23.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000418,run_001180_902a52ff,2026-03-29T23:36:44.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000419,run_001181_b083ad74,2026-03-30T01:14:24.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000420,run_001186_ecd14a4c,2026-03-30T03:31:59.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000421,run_001192_a0866be2,2026-03-30T09:55:21.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000422,run_001193_8ff93211,2026-03-30T10:46:05.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000423,run_001197_a78df4e2,2026-03-30T16:45:31.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000424,run_001202_8aa2b501,2026-03-30T23:38:48.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000425,run_001204_b6897dfe,2026-03-31T02:16:47.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000426,run_001205_01bfc397,2026-03-31T03:15:51.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000427,run_001211_787e300b,2026-03-31T09:45:39.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000428,run_001214_317022a4,2026-03-31T14:14:48.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000429,run_001217_519e0d2a,2026-03-31T15:58:53.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000430,run_001221_cf91b08b,2026-04-01T01:48:07.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000431,run_001222_26ac9e77,2026-04-01T03:32:39.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000432,run_001224_26f98778,2026-04-01T05:32:45.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000433,run_001230_55b738cd,2026-04-01T08:41:32.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000434,run_001234_5afe7845,2026-04-01T13:43:24.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000435,run_001237_05ec8e2b,2026-04-01T15:35:52.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000436,run_001239_c38d0615,2026-04-01T19:15:29.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000437,run_001252_04be4f7c,2026-04-02T08:13:52.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000438,run_001253_3ea4016d,2026-04-02T08:44:15.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000439,run_001254_4585dc44,2026-04-02T09:16:36.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000440,run_001255_711ff5be,2026-04-02T10:59:39.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000441,run_001263_c76ba7b9,2026-04-02T16:04:58.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000442,run_001264_be5a1ca1,2026-04-02T19:20:44.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000443,run_001269_7662fa27,2026-04-03T01:27:56.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000444,run_001271_54def507,2026-04-03T02:41:19.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000445,run_001272_c826dd9c,2026-04-03T03:38:24.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000446,run_001277_2c8bf0b1,2026-04-03T05:52:09.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000447,run_001280_6dd1c37a,2026-04-03T07:35:11.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000448,run_001284_27dcf9bf,2026-04-03T12:47:11.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000449,run_001286_e9277b94,2026-04-03T18:56:27.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000450,run_001288_2336b275,2026-04-03T22:53:25.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000451,run_001289_dd192648,2026-04-03T22:55:09.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000452,run_001295_2e8965e2,2026-04-04T05:09:54.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000453,run_001297_38b0973e,2026-04-04T05:45:34.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000454,run_001303_60206285,2026-04-04T11:30:49.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000455,run_001305_d6867965,2026-04-04T12:40:42.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000456,run_001313_9e46b010,2026-04-05T02:42:33.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000457,run_001315_ebb22686,2026-04-05T06:55:13.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000458,run_001318_a3c8fe1a,2026-04-05T11:07:04.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000459,run_001321_ecd267aa,2026-04-05T12:09:55.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000460,run_001323_3f4f07dd,2026-04-05T14:55:00.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000461,run_001324_e1915712,2026-04-05T15:14:02.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000462,run_001325_03fff122,2026-04-05T15:32:29.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000463,run_001327_d161543a,2026-04-05T18:05:57.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000464,run_001331_d12c6580,2026-04-05T22:54:02.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000465,run_001334_24a6952d,2026-04-06T01:26:36.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000466,run_001337_898b04aa,2026-04-06T04:41:00.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000467,run_001340_9b81f14a,2026-04-06T06:13:08.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000468,run_001341_59536d84,2026-04-06T08:03:35.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000469,run_001345_5041db85,2026-04-06T12:11:37.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000470,run_001348_b71f720f,2026-04-06T18:59:40.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000471,run_001351_bed6edba,2026-04-06T22:01:01.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000472,run_001352_8d70d8e7,2026-04-06T22:07:31.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000473,run_001358_f6b8794a,2026-04-07T03:33:45.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000474,run_001360_a8e7e8bb,2026-04-07T05:59:39.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000475,run_001361_7938801f,2026-04-07T06:28:46.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000476,run_001369_74987065,2026-04-07T13:41:05.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000477,run_001370_daf48c44,2026-04-07T14:53:46.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000478,run_001372_b450a7dc,2026-04-07T17:51:02.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000479,run_001374_96faf5ca,2026-04-07T19:13:40.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000480,run_001381_696f314c,2026-04-08T05:14:01.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000481,run_001384_d2e38e6a,2026-04-08T06:10:02.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000482,run_001387_4d5117f0,2026-04-08T10:27:40.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000483,run_001391_5e049646,2026-04-08T12:52:52.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000484,run_001393_801f70c4,2026-04-08T14:50:02.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000485,run_001394_dcbbf958,2026-04-08T15:26:59.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000486,run_001395_36717ca5,2026-04-08T15:44:35.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000487,run_001397_3e28afa7,2026-04-08T20:00:38.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000488,run_001398_124c0287,2026-04-08T21:42:36.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000489,run_001401_64ea0cc4,2026-04-08T22:12:51.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000490,run_001402_aac8ce68,2026-04-08T23:25:06.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000491,run_001403_2ec3b2a7,2026-04-09T00:51:41.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000492,run_001404_01713fb2,2026-04-09T03:55:33.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000493,run_001406_7dd02174,2026-04-09T05:55:19.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000494,run_001408_a3f0f8df,2026-04-09T07:29:27.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000495,run_001409_59641bbb,2026-04-09T07:40:35.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000496,run_001410_54ec8797,2026-04-09T08:08:23.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000497,run_001411_098fc072,2026-04-09T09:27:59.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000498,run_001412_5a7b2cec,2026-04-09T09:54:32.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000499,run_001413_71d31f5f,2026-04-09T10:07:27.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000500,run_001416_913709db,2026-04-09T12:48:13.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000501,run_001418_135a5273,2026-04-09T13:35:31.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000502,run_001419_f68ba7a4,2026-04-09T14:24:26.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000503,run_001428_1e45f20e,2026-04-09T19:55:17.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000504,run_001432_3bfa31bd,2026-04-10T02:12:10.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000505,run_001433_ccb28565,2026-04-10T03:42:15.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000506,run_001439_f2147572,2026-04-10T08:42:36.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000507,run_001448_27951a06,2026-04-10T14:48:11.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000508,run_001451_a7dbadeb,2026-04-10T17:11:19.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000509,run_001458_faf14635,2026-04-11T00:05:02.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000510,run_001461_974f27d6,2026-04-11T02:28:08.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000511,run_001462_76ea3169,2026-04-11T03:05:00.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000512,run_001466_713c68d2,2026-04-11T09:18:38.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000513,run_001467_6db7be77,2026-04-11T09:46:18.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000514,run_001468_6f70c97f,2026-04-11T10:38:34.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000515,run_001473_7fce0800,2026-04-11T16:55:01.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000516,run_001475_b4392ed9,2026-04-11T18:54:07.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000517,run_001478_278664ff,2026-04-11T22:09:51.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000518,run_001479_6bba772f,2026-04-11T22:51:30.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
