run_id,timestamp,agent_id,agent_name,business_domain,model_used,input_tokens,output_tokens,estimated_cost_aud,latency_ms,status,risk_level,groundedness_score,user_feedback,policy_breach_type,tool_calls_count,data_source_used,environment
run_001139_bb34242f,2026-03-28T15:07:09.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,3186,428,0.024,2669,failed,medium,0.637,negative,Run Failure,0,Power BI usage metrics,prod
run_001140_8620092a,2026-03-28T16:02:37.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1425,231,0.0006,1421,success,low,0.764,positive,,0,synthetic employee case notes,test
run_001141_47fa7554,2026-03-28T16:38:30.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2183,958,0.0015,960,success,low,0.821,positive,,5,payment dispute queue,test
run_001142_eeedc6d9,2026-03-28T16:47:11.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,3320,875,0.0017,911,success,high,0.48,positive,Low Groundedness,0,invoice ledger extract,prod
run_001143_091168aa,2026-03-28T16:58:47.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2243,372,0.0112,1157,success,low,0.862,positive,,4,synthetic employee case notes,dev
run_001144_a8731039,2026-03-28T17:02:48.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1030,511,0.0008,1200,success,high,0.885,neutral,Data Risk,4,synthetic customer account notes,prod
run_001145_3ba87084,2026-03-28T17:04:22.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,2013,316,0.0001,480,success,high,0.789,not_provided,Data Risk,2,employee handbook,prod
run_001146_90cf4eea,2026-03-28T18:23:01.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1886,720,0.0012,1334,success,low,0.98,positive,,1,HR policy knowledge base,dev
run_001147_8eae2a18,2026-03-28T18:46:53.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1161,763,0.0011,1204,success,high,0.688,negative,Data Risk,0,invoice ledger extract,prod
run_001148_c3ce1ff9,2026-03-28T18:52:31.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2375,266,0.0103,1214,success,high,0.68,neutral,Data Risk,2,employee handbook,prod
run_001149_e73c7a18,2026-03-28T18:55:43.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2075,1415,0.0019,1081,success,high,0.611,neutral,Low Groundedness,5,invoice ledger extract,test
run_001150_e6d28fbd,2026-03-28T19:47:48.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2206,1155,0.0017,1359,success,high,0.776,positive,Data Risk,1,employee handbook,prod
run_001151_b97c4f2b,2026-03-28T20:47:39.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2763,506,0.0012,1266,success,low,0.914,not_provided,,1,payment dispute queue,test
run_001152_6337f0eb,2026-03-28T23:32:31.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1006,807,0.0011,587,success,high,0.925,positive,Data Risk,1,synthetic employee case notes,prod
run_001153_a9fce3b3,2026-03-29T00:28:12.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,3801,693,0.0016,1242,failed,medium,0.873,negative,Run Failure,1,DAX performance logs,dev
run_001154_70851093,2026-03-29T00:30:40.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,964,377,0.0006,3145,failed,medium,0.743,not_provided,Run Failure,0,vendor contract summary,prod
run_001155_1e332365,2026-03-29T01:55:30.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,4018,551,0.0016,908,success,low,0.771,neutral,,1,employee handbook,dev
run_001156_81e22e33,2026-03-29T02:25:09.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1021,256,0.0005,1314,success,low,0.891,positive,,0,vendor contract summary,test
run_001157_f330139e,2026-03-29T04:49:58.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,1394,279,0.0001,317,success,low,0.656,positive,,3,payment dispute queue,dev
run_001158_970c7946,2026-03-29T05:03:28.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1355,834,0.0141,1576,success,low,0.767,positive,,4,leave policy index,prod
run_001159_d8000d4b,2026-03-29T05:56:28.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1047,326,0.012,880,success,low,0.71,positive,,2,payment dispute queue,prod
run_001160_fbdfcce1,2026-03-29T06:55:54.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1681,365,0.0008,825,success,low,0.723,positive,,0,DAX performance logs,prod
run_001161_6f0edc90,2026-03-29T07:27:11.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,535,1177,0.0013,962,success,low,0.781,positive,,4,payment dispute queue,prod
run_001162_8f683e22,2026-03-29T08:42:57.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2422,1059,0.0017,801,success,low,0.731,negative,,1,HR policy knowledge base,prod
run_001163_44d61e1f,2026-03-29T09:48:05.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1539,1212,0.0192,6898,failed,high,0.291,negative,Run Failure,0,synthetic customer account notes,test
run_001164_9aed3dc4,2026-03-29T12:46:11.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,958,480,0.0086,935,success,low,0.732,neutral,,2,payment dispute queue,test
run_001165_9fdcc0a6,2026-03-29T12:55:18.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,2206,564,0.0134,1776,success,low,0.979,positive,,3,semantic model metadata,dev
run_001166_8bd21ec1,2026-03-29T13:53:55.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,612,1431,0.0016,696,success,high,0.405,positive,Low Groundedness,2,leave policy index,prod
run_001167_61c3a97f,2026-03-29T15:54:36.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,936,455,0.0007,300,success,high,0.99,neutral,Data Risk,4,synthetic employee case notes,prod
run_001168_a2489dd9,2026-03-29T17:16:14.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,590,197,0.0,610,success,high,0.854,positive,Data Risk,0,synthetic employee case notes,prod
run_001169_c95cc9a9,2026-03-29T17:57:12.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,6845,1418,0.0627,3189,success,medium,0.865,positive,,0,invoice ledger extract,dev
run_001170_85495819,2026-03-29T18:29:11.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1274,924,0.0012,1519,success,low,0.858,positive,,3,leave policy index,prod
run_001171_886fc2f9,2026-03-29T18:38:01.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1809,424,0.0009,711,success,low,0.7,negative,,2,HR policy knowledge base,prod
run_001172_1dc1302a,2026-03-29T19:41:00.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,6136,2360,0.0467,2200,success,low,0.927,positive,,3,HR policy knowledge base,test
run_001173_4dadd52b,2026-03-29T20:40:34.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1749,677,0.0011,270,success,high,0.806,neutral,Data Risk,0,invoice ledger extract,prod
run_001174_e945ce1b,2026-03-29T20:50:23.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2196,430,0.001,1159,success,high,0.833,positive,Data Risk,1,synthetic customer account notes,prod
run_001175_e12c9abf,2026-03-29T21:38:38.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1047,2217,0.0546,2248,success,low,0.791,neutral,,0,payment dispute queue,dev
run_001176_60ade6da,2026-03-29T22:11:46.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,6927,771,0.03,1191,success,low,0.921,positive,,0,semantic model metadata,test
run_001177_a838d087,2026-03-29T22:22:14.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1837,964,0.0171,1858,success,low,0.817,positive,,2,semantic model metadata,prod
run_001178_b7fb5e41,2026-03-29T22:29:00.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,691,1297,0.0015,827,success,low,0.76,negative,,0,leave policy index,prod
run_001179_386c9991,2026-03-29T22:58:28.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1921,1283,0.0212,2057,success,low,0.765,positive,,1,semantic model metadata,dev
run_001180_902a52ff,2026-03-29T23:36:44.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1065,947,0.0146,1451,success,high,0.589,positive,Low Groundedness,0,capacity utilisation extract,prod
run_001181_b083ad74,2026-03-30T01:14:24.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2201,560,0.0011,1847,failed,medium,0.757,negative,Run Failure,0,leave policy index,prod
run_001182_40a7daa2,2026-03-30T01:14:43.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,849,666,0.0009,1156,success,low,0.927,negative,,0,synthetic customer account notes,dev
run_001183_110d1497,2026-03-30T01:33:19.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1678,829,0.0012,725,success,low,0.776,neutral,,2,semantic model metadata,prod
run_001184_1e37a3b9,2026-03-30T01:49:15.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,3191,1598,0.0287,2119,success,low,0.909,positive,,1,HR policy knowledge base,prod
run_001185_959ba317,2026-03-30T02:51:58.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,5838,649,0.0021,1266,success,low,0.633,positive,,0,Power BI usage metrics,prod
run_001186_ecd14a4c,2026-03-30T03:31:59.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,3060,1941,0.0574,4004,timeout,medium,0.685,not_provided,Run Failure,0,synthetic employee case notes,prod
run_001187_5308b789,2026-03-30T04:00:36.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1467,1142,0.0323,2200,success,low,0.802,neutral,,0,invoice ledger extract,dev
run_001188_6b31baa2,2026-03-30T04:27:09.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,772,779,0.0117,2476,success,low,0.912,negative,,0,payment dispute queue,prod
run_001189_70018b71,2026-03-30T05:47:23.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,741,927,0.0011,927,success,low,0.708,positive,,4,capacity utilisation extract,prod
run_001190_aef3fd94,2026-03-30T07:10:10.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1800,485,0.019,3090,success,low,0.926,neutral,,2,invoice ledger extract,dev
run_001191_40f5744a,2026-03-30T07:13:21.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1967,290,0.0154,1139,success,low,0.756,positive,,0,DAX performance logs,prod
run_001192_a0866be2,2026-03-30T09:55:21.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1679,1256,0.0358,1739,success,high,0.694,negative,Data Risk,2,synthetic employee case notes,prod
run_001193_8ff93211,2026-03-30T10:46:05.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2145,1146,0.0017,1162,success,high,0.576,not_provided,Low Groundedness,0,payment dispute queue,dev
run_001194_d76d69f1,2026-03-30T10:59:06.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2577,446,0.0011,1046,success,low,0.899,positive,,3,payment dispute queue,prod
run_001195_c2edacb8,2026-03-30T12:32:23.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1752,495,0.0009,693,success,low,0.99,positive,,0,HR policy knowledge base,prod
run_001196_7caab6a5,2026-03-30T14:31:33.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2292,340,0.0009,992,success,low,0.839,positive,,1,vendor contract summary,test
run_001197_a78df4e2,2026-03-30T16:45:31.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2470,662,0.0013,850,success,high,0.869,neutral,Data Risk,0,invoice ledger extract,prod
run_001198_bc7a375d,2026-03-30T19:08:35.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1300,2176,0.0025,768,success,low,0.871,positive,,1,semantic model metadata,prod
run_001199_fc86bc82,2026-03-30T19:55:52.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,4124,738,0.0352,2695,success,low,0.99,positive,,2,DAX performance logs,dev
run_001200_1cbd32d7,2026-03-30T20:13:05.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1332,986,0.0013,1001,success,low,0.737,positive,,1,payment dispute queue,prod
run_001201_251249a5,2026-03-30T20:18:34.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2340,1102,0.0017,1282,success,low,0.764,positive,,4,vendor contract summary,prod
run_001202_8aa2b501,2026-03-30T23:38:48.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1201,1145,0.0312,3935,timeout,medium,0.915,negative,Run Failure,0,vendor contract summary,prod
run_001203_f4bc045a,2026-03-31T00:00:20.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,3346,785,0.0195,2850,success,low,0.858,negative,,4,Power BI usage metrics,test
run_001204_b6897dfe,2026-03-31T02:16:47.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,884,1324,0.0338,4102,timeout,medium,0.853,negative,Run Failure,2,synthetic customer account notes,dev
run_001205_01bfc397,2026-03-31T03:15:51.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,513,157,0.0003,4412,timeout,high,0.468,neutral,Low Groundedness,0,payment dispute queue,prod
run_001206_3c5bac47,2026-03-31T03:41:51.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,2476,1028,0.0343,2813,success,low,0.806,neutral,,1,capacity utilisation extract,test
run_001207_1b1cf0bd,2026-03-31T05:12:35.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1592,242,0.0006,725,success,low,0.981,positive,,0,DAX performance logs,test
run_001208_9b7918c4,2026-03-31T06:50:36.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,3543,909,0.0215,842,success,low,0.842,positive,,0,payment dispute queue,prod
run_001209_4dfb309d,2026-03-31T06:50:44.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2241,827,0.0166,1645,success,low,0.811,positive,,0,synthetic employee case notes,test
run_001210_2824812c,2026-03-31T06:51:14.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,2468,749,0.028,1767,success,low,0.675,not_provided,,3,capacity utilisation extract,test
run_001211_787e300b,2026-03-31T09:45:39.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1151,448,0.0007,827,success,high,0.741,negative,Data Risk,3,synthetic employee case notes,prod
run_001212_e6ac5f25,2026-03-31T10:10:22.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1198,1453,0.0018,945,success,low,0.796,positive,,0,vendor contract summary,prod
run_001213_f94e9e7d,2026-03-31T13:08:17.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,4696,524,0.0204,1904,success,low,0.844,positive,,2,leave policy index,prod
run_001214_317022a4,2026-03-31T14:14:48.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,6732,1134,0.0028,2289,timeout,high,0.52,not_provided,Low Groundedness,0,DAX performance logs,test
run_001215_64163d84,2026-03-31T14:29:02.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1354,263,0.0072,1662,success,low,0.91,negative,,1,vendor contract summary,prod
run_001216_03d0a9e9,2026-03-31T15:34:31.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,3393,490,0.0013,1346,success,low,0.678,positive,,2,Power BI usage metrics,prod
run_001217_519e0d2a,2026-03-31T15:58:53.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,3102,228,0.001,223,success,high,0.845,positive,Data Risk,2,synthetic customer account notes,prod
run_001218_da672f3b,2026-03-31T18:45:44.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,660,595,0.0008,348,success,low,0.773,neutral,,0,vendor contract summary,dev
run_001219_f81fa620,2026-03-31T20:31:14.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,501,1058,0.0142,1682,success,low,0.876,neutral,,1,synthetic employee case notes,test
run_001220_d7e47e21,2026-03-31T20:48:43.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1251,565,0.0001,789,success,low,0.746,not_provided,,2,leave policy index,prod
run_001221_cf91b08b,2026-04-01T01:48:07.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2109,1164,0.0017,813,success,high,0.681,not_provided,Data Risk,0,synthetic customer account notes,prod
run_001222_26ac9e77,2026-04-01T03:32:39.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1058,451,0.0149,1596,success,high,0.79,neutral,Data Risk,9,invoice ledger extract,prod
run_001223_ddfe2be4,2026-04-01T04:26:47.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1260,2677,0.003,459,success,low,0.758,neutral,,3,HR policy knowledge base,prod
run_001224_26f98778,2026-04-01T05:32:45.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1127,462,0.0155,1842,cancelled,medium,0.586,not_provided,Run Failure,1,leave policy index,test
run_001225_7d2f249f,2026-04-01T05:35:28.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1162,792,0.013,2026,success,low,0.831,negative,,9,vendor contract summary,dev
run_001226_53a5bde2,2026-04-01T05:50:21.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2620,360,0.001,429,success,low,0.737,negative,,1,invoice ledger extract,test
run_001227_d23338e7,2026-04-01T06:48:21.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2802,412,0.0134,462,success,low,0.937,positive,,0,payment dispute queue,dev
run_001228_ecd58bf2,2026-04-01T06:53:18.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,938,309,0.0065,2411,success,low,0.758,not_provided,,1,vendor contract summary,test
run_001229_6d1f7644,2026-04-01T07:40:59.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,8177,1042,0.037,1068,success,low,0.897,positive,,4,semantic model metadata,prod
run_001230_55b738cd,2026-04-01T08:41:32.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,954,241,0.0001,1436,failed,high,0.495,not_provided,Low Groundedness,1,synthetic employee case notes,prod
run_001231_afa57dce,2026-04-01T09:27:48.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,4051,486,0.018,1931,success,low,0.887,neutral,,1,DAX performance logs,prod
run_001232_5a69bd95,2026-04-01T12:34:07.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2914,327,0.0011,1283,success,low,0.811,not_provided,,4,Power BI usage metrics,prod
run_001233_9425fd32,2026-04-01T13:06:53.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,6263,437,0.038,3020,success,low,0.961,not_provided,,2,DAX performance logs,prod
run_001234_5afe7845,2026-04-01T13:43:24.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,2188,193,0.0001,627,success,high,0.566,positive,Low Groundedness,4,payment dispute queue,prod
run_001235_c1314696,2026-04-01T14:38:25.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2308,953,0.0015,563,success,low,0.709,negative,,2,capacity utilisation extract,test
run_001236_c410b472,2026-04-01T15:27:17.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1601,654,0.0011,985,success,low,0.706,positive,,1,Power BI usage metrics,dev
run_001237_05ec8e2b,2026-04-01T15:35:52.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1549,1138,0.0326,2544,success,high,0.99,neutral,Data Risk,0,synthetic customer account notes,prod
run_001238_b24e378f,2026-04-01T17:00:27.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,7635,915,0.0028,592,success,low,0.812,not_provided,,2,HR policy knowledge base,prod
run_001239_c38d0615,2026-04-01T19:15:29.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,868,1251,0.0015,1803,timeout,medium,0.761,not_provided,Run Failure,3,HR policy knowledge base,prod
run_001240_13b64227,2026-04-01T21:28:52.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1758,476,0.0186,2534,success,low,0.745,positive,,1,vendor contract summary,prod
run_001241_31aa6ceb,2026-04-01T22:59:24.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,902,380,0.0006,543,success,low,0.793,positive,,6,HR policy knowledge base,prod
run_001242_403c6b36,2026-04-01T23:51:56.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2900,193,0.0009,618,success,low,0.821,positive,,0,leave policy index,prod
run_001243_fb34e83b,2026-04-02T00:11:26.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2599,920,0.0016,1235,success,low,0.869,not_provided,,2,leave policy index,prod
run_001244_4bbcd774,2026-04-02T01:08:21.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,3355,328,0.014,1980,success,low,0.881,positive,,2,leave policy index,dev
run_001245_5b5722f3,2026-04-02T01:22:04.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1277,1196,0.0015,748,success,low,0.878,positive,,0,leave policy index,prod
run_001246_25f9eb80,2026-04-02T02:15:33.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1784,295,0.0147,1949,success,low,0.869,neutral,,0,DAX performance logs,dev
run_001247_653b8d05,2026-04-02T02:19:10.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,4312,662,0.0343,1348,success,low,0.858,positive,,1,leave policy index,prod
run_001248_a5dcf605,2026-04-02T04:03:08.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1378,626,0.0116,386,success,low,0.735,negative,,3,vendor contract summary,prod
run_001249_70b2c8b4,2026-04-02T04:08:02.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1496,371,0.0151,1629,success,low,0.862,not_provided,,2,employee handbook,test
run_001250_d84be6e7,2026-04-02T06:30:25.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1465,570,0.0112,1223,success,low,0.697,positive,,4,DAX performance logs,prod
run_001251_adfce11f,2026-04-02T07:47:58.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2099,937,0.0015,1249,success,low,0.82,positive,,0,synthetic employee case notes,test
run_001252_04be4f7c,2026-04-02T08:13:52.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,2814,566,0.0254,1068,success,high,0.607,positive,Low Groundedness,0,Power BI usage metrics,prod
run_001253_3ea4016d,2026-04-02T08:44:15.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1474,944,0.0013,842,success,high,0.976,neutral,Data Risk,1,invoice ledger extract,prod
run_001254_4585dc44,2026-04-02T09:16:36.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,844,1034,0.0012,1101,success,high,0.853,not_provided,Data Risk,1,synthetic customer account notes,prod
run_001255_711ff5be,2026-04-02T10:59:39.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,895,457,0.0007,4488,failed,high,0.965,not_provided,Data Risk,1,synthetic customer account notes,prod
run_001256_89ffe115,2026-04-02T11:18:01.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,3982,694,0.0002,819,success,low,0.86,positive,,7,HR policy knowledge base,prod
run_001257_c13e778a,2026-04-02T11:29:54.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2728,626,0.0013,683,success,low,0.763,not_provided,,1,vendor contract summary,dev
run_001258_e981d6b1,2026-04-02T12:15:44.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1586,2361,0.0331,2060,success,low,0.842,neutral,,3,DAX performance logs,test
run_001259_94973fa5,2026-04-02T13:13:26.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,622,1683,0.0018,1199,success,low,0.942,positive,,0,Power BI usage metrics,prod
run_001260_d8380486,2026-04-02T13:58:21.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2129,306,0.0101,215,success,low,0.714,negative,,1,leave policy index,dev
run_001261_a8048ba9,2026-04-02T14:26:41.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,810,1096,0.0013,1374,success,low,0.647,positive,,0,synthetic customer account notes,test
run_001262_55bcf6fc,2026-04-02T15:21:20.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2393,1120,0.0206,2840,success,low,0.642,neutral,,0,payment dispute queue,prod
run_001263_c76ba7b9,2026-04-02T16:04:58.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1383,597,0.0001,696,success,high,0.824,neutral,Data Risk,7,synthetic employee case notes,prod
run_001264_be5a1ca1,2026-04-02T19:20:44.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,771,1500,0.0017,1353,success,high,0.876,positive,Data Risk,0,invoice ledger extract,prod
run_001265_852b6aee,2026-04-02T19:49:24.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1933,968,0.0305,1932,success,low,0.767,positive,,3,leave policy index,prod
